start	end	text
2544580	2557020	have you ever got the type checker to accept anything i think i used it in years ago yeah a few years ago
2557020	2563020	okay yeah okay so you've at least heard of it and you've tried it so you you kind of have a sense of what it's like
2563020	2569020	look it's the most rigorous uh way of representing math that that i think humans have invented it's
2569020	2577020	as a consequence it's very very boilerplate uh you could spend a long time proving that one plus one equals two
2577020	2583500	it is possible you can express a proof in this language of the statement and the n plus one is
2583500	2591340	one plus n and things like that so you start with primitives and then you build up uh lemmas and you
2591340	2596220	build up a library of true mathematical statements that are formally provably correct and then you can
2596220	2599340	build on them and build on them and build on them and express mathematics in this language
2600780	2606540	uh by itself the language is very small it has only a few number of primitives but people have
2606540	2615100	worked very hard uh and they now have developed a library of formalizations of results in math
2615900	2621500	and this library started to get good a couple of years ago and by good you've got a large amount of
2621500	2627580	undergraduate math in there now and not just boring stuff like you know functional analysis is in
2627580	2633660	there they've got the definition of c star algebra in there they've got uh normal states they've got
2633660	2640380	uh combinatorics in there geometry they've got it's it's a massive massive massive library of stuff
2640940	2647580	lots of number theories in there so many many things that you may need to a formal proof of is in this
2647580	2656940	library you don't have to recreate it and in fact i recommend you don't um and uh and it's being added to all
2656940	2664060	the time all the time by a small group of really insane people who've made it their life's mission to
2664060	2669900	turn mathematics into this language you may have even heard of some of them terence towers one of
2669900	2675580	the kevin buzzard there's a couple of other people kantorovich there's some mathematicians who just
2675580	2679660	decided this is the most important thing they could be doing right now is formalizing mathematical results
2680220	2688620	and they're adding to this library and it's it's a huge library and it's useful now so you don't have
2688620	2696220	to go right back to piano in order to to prove your statement about um operator algebras you can just call
2696220	2703420	this library and then you have an example a formalized result which is formally proven correct
2703420	2708620	and the library like it's i'm not going to explain the syntax i'm not going to explain anything about
2708620	2711500	the language i'm just going to leave it out there that this is a thing that exists
2712860	2717260	and many many results are in there lemmas about subgroups so anything you might find in an
2717260	2722540	undergraduate math textbook should at least be uh written in this library not maybe with a missing
2722540	2727980	proof but it often with a proof so it's pretty extraordinary the amount of stuff that's in there
2728700	2736140	now why would we talk about that in a in an ai course well because coding agents are trained on the
2736140	2745230	internet and they know this language they know how to write programs in lean uh and uh how well let's
2745230	2750270	find out i haven't done this in a while um so what we're going to do is while we're talking i'm going
2750270	2759980	to ask claude to create a proof of a mathematical statement i'll try and build i hope my mathlib the
2759980	2767900	mathlib is horrifically large it takes about half an hour to download on it on a hard on an ethernet
2767900	2774860	connection so i hope i've got a reasonably up-to-date one um so what we'll do is do i have a temp directory
2777330	2786540	um i'm just gonna ask claude to write me a lean program that proves a mathematical statement that's
2786540	2793100	kind of hard one that you might be familiar with at the sort of the fourth fifth sixth semester level
2793100	2799020	i don't know if there are any candidate theorems and proofs that you think are pretty hard but
2810740	2813540	oh well that'll be interesting what i'll do actually i'll do i'll ask it um
2814900	2832910	okay i'll tell it that it's in a repo where it has mathlib okay um okay let's get it warmed up so um
2839280	2843280	so what i'm going to do is this is the kind of hello world of leaves proves that square root
2843280	2847920	two is irrational which is non-trivial it's actually there's quite a few steps to it
2847920	2852000	um but what i want to do is get it warmed up so it knows where everything is
2852880	2861580	because it may already crash out that'll be a bit of a bummer if it doesn't know i already found it
2864860	2870380	all right okay uh but that's good at least it tested the compiles i i do i wasn't sure if i had it
2870380	2880080	there but i do okay i'm going to show it you now where did it say it was it said it was under
2880080	2889180	uh square root two is irrational okay this is what it looks like this is what um this this horrific
2889180	2894060	programming language looks like now it's very beautiful in many ways um there's this extraordinary
2894060	2899180	deep connection between type theory category theory and proof theory they're all the same thing
2899820	2904460	um and lean expresses that so if you want to get it down into that rabbit hole you can and you will
2904460	2910460	never leave it um okay so this is what uh lean looks like you have theorems go to is irrational
2910460	2918060	um you have some arguments uh the argument is the number square root two and it's of types blah blah
2918060	2925660	blah and then you you build up the result in the way that you might uh build it up classically right
2926300	2935420	so you you might uh assume that uh the number namely square root two is is rational uh so we've got to say
2935420	2943980	what it is n times n equals two um so your hypothesis you have a hypothesis and then uh you check some cases
2944540	2949180	and then uh you derive a contradiction it's the kind of standard proof that you might have a square of
2949180	2956380	two is a russian and it says natural not rational it's natural doesn't it oh that's because it's looking
2956380	2967020	at the square of it um what have we got here by read write intro the natural number n yeah it's trying
2967020	2975260	to find a natural yeah okay it's clearing the denominators and working over them um so that's
2975260	2984720	not a very good theorem what's going on with that one two is not a perfect square okay it's not proving
2984720	2991820	through two is irrational it's proving that two is not a perfect square uh but that's that's a typical
2991820	2997260	example of some of some lean code it's if you can read it you can read it if you can't then don't
2997260	3003180	worry don't try it we're not our objective today isn't to try it but our objective is to see that we
3003180	3010700	don't have to read it to some extent um here we go we think it's found it compiles cleanly very good
3010700	3017500	so now let's take on a more difficult task uh you have a candidate i've got one from differential
3017500	3022700	geometry okay on my current homework sheet yes sorry i'm kind of cheating here um we've got a smooth
3022700	3036060	manifold m yep please prove for smooth manifold m and on there we have two um line bundles
3038460	3042940	i'm not sure this may this may not be in the method but let's see i'm curious i don't know actually
3042940	3053020	uh and uh let's denote them l1 and l2 yep l1 and l2 and we need to show that the tensor product line
3053020	3063300	bundle or the tensor product bundle l1 tensor l2 i don't have to get it correct yep is isomorphic to l2
3063300	3072430	tensor l1 so we can they are isomorphic under like reordering all right the tensor product um
3074780	3083500	is this in mathlib if it's not in mathlib we're kind of cooked uh uh if not uh how far away are we
3085260	3088620	it might be that they have line bundles they have manifolds and everything they just haven't got this
3088620	3095340	particular result in there um what is the gap and so i'm curious what it says i actually don't know but
3095340	3100620	this is the kind of thing where is this is the edge of mathlib right now i'm pretty sure smooth
3100620	3108320	manifolds in there pretty sure line bundles in there not sure about this result okay it's looking
3108320	3115360	for it so uh oh yeah it's found topology vector bundles so there is something in mathlib about this
3115360	3124670	i'm not so good on differential geometry and lean and what might happen is it might a find the theorem
3124670	3131790	itself in there uh it might say oh no we're very far from it or it might say yeah we need to prove a
3131790	3143060	couple of lemmas and then we have it and so what but the while it's thinking about it the message
3143060	3150100	here is i hope becoming clear if you have an llm produce something you've got various ways to to get
3150100	3154580	confident that the answer is correct you can ask other llms is it correct ask the same question from
3154580	3160500	other llms take a majority vote ask them to critique each other's work you can get them to write a
3160500	3167540	program for you to check special cases or you can say formalize this result in this programming language
3167540	3175220	and all of this can be done in an automated way so where i'm going with this is the the non-human part
3176820	3182260	they can't do the creative part somehow yet everyone i know tries this out but nobody has
3182820	3187460	come to me and said oh yes it could come up with good ideas i've never had this yet but
3189220	3196180	recently some days ago there was some person who played with jgbt and handed it over to someone and
3196180	3202340	who handed it over to terence town that was a new this is the early result yeah yeah um yeah there is
3202340	3207860	a lot of and this is a i would say this is not a great signal by the way um that that that press release
3208660	3215380	because what actually happened is everyone's just throwing chat gpt at erdish problems so you know what
3215380	3221460	erdish is right mathematician came up with many conjectures and he became famous because he offered
3221460	3227300	rewards if people could prove these conjectures but the guy was really prolific like he came up with
3227300	3231940	thousands and thousands of conjectures in fact more conjectures than there are really people interested in
3231940	3238260	them if i'm brutally honest right lots of erdish problems are not that interesting for other people who
3238260	3249250	aren't okay it's um it's taken this one serious compiles the file is that summary is it in method no
3249970	3255330	how far away 500 to one and a half thousand lines of code the work decomposes into four pieces all of
3255330	3261570	which mirror existing patterns which is good the shortcut line what you can do today for free the fiberwise
3261570	3281170	argument is the algebraic content go do the results i'm just gonna let it thrash away for this the rest of
3281170	3287970	the time we're together and so because i want to just leave it there running so you can see the way it
3287970	3301970	attacks these problems oh erdish problems oh erdish problems yeah um and so what people have just
3301970	3305650	done is they've done the natural thing is oh i've got a whole list of problems that someone said were
3305650	3311410	important i'll throw an llm at it and since there are more problems than mathematicians interested in
3311410	3315890	them there's lots of problems that have kind of not been explored even by simple methods that have
3315890	3322450	been developed in the past 50 years and yeah you're going to get a hit every so often i'll be honest
3322450	3327170	without about to go a fully general intensive product is 500 lines yeah you said that already don't
3327170	3337010	complain um what come on um it's complaining about the the the far beyond what's prudent in one session
3337730	3352770	um if you don't finish um we can pick up in another session so uh it's this is a the late the
3352770	3358690	latest clawed model actually complains a lot about things being added too hard and there's a good
3358690	3365810	reason for doing this actually because the previous call model was pretty aggressive uh it would just
3365810	3371570	take on any problem no matter how hard and then go for it and you know sometimes it kind of
3371570	3376930	overestimated its abilities and led to kind of nonsense uh and so they've obviously sort of trained
3376930	3384370	the next model to be a bit more cautious uh and so it always does this thing now where it's like oh
3384370	3393710	this may be a bit too much so uh this is going to happen a lot now there's thousands of these urge
3393710	3397790	problems uh people are just going to throw chat gpt at it because it costs them nothing and then
3397790	3403230	eventually you're going to get a hit and this in my opinion is the worst possible outcome because
3403230	3409710	because it still relies on experts to evaluate the results and that means it's sucking the that very
3409710	3415390	little energy that experts have away from good science to now deal with this flood of ai slop it's
3415390	3422750	a very different kind of slop but it's yeah it's and the thing is people will create these lean proofs
3422750	3426990	of these others problems that's how they will present them like that and it's a good thing but still lean
3426990	3433150	proofs need reading uh why because the definitions could be wrong so that's the failure mode of formalization
3433950	3439470	i've seen it happen many times by the way in a formalization in lean you formalize it say
3439470	3443310	woohoo i've done it uh and then you look and then you've got one of the definitions wrong
3443870	3449150	so it said you know a smooth manifold is a manifold where the functions are twice differentiable
3449150	3454750	and you're like what no this is not a smooth manifold you know that that's the kind of
3454750	3458910	error that can happen and so as if you get the definition wrong you can prove things right
3458910	3468590	and so humans still need to read the definitions so uh all of the inline definitions or just some at
3468590	3476270	the beginning uh any definition is subject to failure yeah you can introduce um errors in any
3476270	3483650	definition because it's a definition right you can't argue with it the consequences fine you don't have
3483650	3491310	to read those you know that's that's that's the way you should operate actually so what it's trying to do
3491310	3496030	now it's going to build up the skeleton of a proof and then instead of giving you the proof itself
3496030	3502110	it replaces the proof with something called sorry and sorry in the lean language means proof not there
3503070	3507070	but it type checks still so it's it's an acceptable proof but it's not a proof
3507950	3513630	it's a placeholder and that way you can build together very powerful proofs like with lots and
3513630	3520380	lots of statements without having the proofs there yet and so lots of theorems of theorems they're well
3520380	3525340	known um you can trust them it's just that you haven't formalized the proof and you want to see
3525340	3531740	where it goes so sorry allows you to do that you don't trust it it's not a proof but it's it allows
3531740	3540240	you to build up bigger bigger proofs build the construction so that's what it's doing now so it's
3540240	3546880	it's going to do that for the probably the next whatever hour whatever we let it do um and you can do
3546880	3555040	that and i've tried this a lot in the past months i take results and i build math uh lean proofs with
3555040	3562400	claude for various things uh and and if you give it enough time it will do all those hundreds of lines
3562400	3570720	that it complains about um and it appears to be correct so how much can you produce with claude
3570720	3580320	claude in a weekend you can produce about 80 pages of latex with lean proofs subject area
3580320	3585840	functional analysis so operator algeism that's realistic that's an actual number that i can
3585840	3592240	give you as a data point uh it can do quantum computing stuff in lean it it can do yeah i haven't
3592240	3598780	found anything it can't do but you have to have the idea first like it you have to have the proof
3598780	3604380	assembled if you have no proof you know if you just write down that green manzilla hypothesis or
3604380	3610060	something it'll just it'll thrash around have no idea how to get a proof you have to have you have
3610060	3620000	to kind of have the proof already how long does it take you to so you said you have to verify that
3620000	3626880	the definitions are correct right how long does it take you to verify that like for an 80 page long
3626880	3632400	honestly uh uh an infinite time i haven't really checked the definitions uh because there's another
3632400	3638640	way so it's not proof proof right because the definitions could be wrong but there's this thing
3638640	3642480	that if you get definitions wrong and you derive consequences then you get contradictions very
3642480	3648480	quickly this is this is some there's some kind of robust structure in math that if you if you get
3648480	3653440	the definitions wrong then pretty soon somewhere down the line you'll derive a consequence that somehow
3653440	3659040	gets crazier and crazier and crazier like the mistakes get amplified so i there are subtle bugs that could
3659040	3668580	be there yeah there are subtle bugs that could be in the proof absolutely uh and i haven't read all
3668580	3675620	the definitions but uh because there were no kind of crazy contradictions i'm fairly confident if it
3675620	3681780	mattered enough to me i would read the definitions though does lean check that definitions are like
3682740	3692340	consistent within other definitions uh not directly so the definition can exist in lean code and contradict
3692340	3701980	literally contradict another definition it can literally contradict another definition and you
3701980	3707420	wouldn't know to begin with like it's only when you start deriving consequences that all of a sudden
3707420	3713440	you start deriving results that seem weirder and weirder and then at some point they'll be
3713440	3721250	hopefully a hard contradiction so this is the kind of this is the last stuff i can share with you that
3721250	3725490	called these coding agents are really actually really good at this lean code like it complains
3725490	3730130	that 500 is too much for it's not yeah i think i actually think it can do this in one session
3730130	3737020	i've seen it do this kind of thing and what it's doing is it does this gradual iteration process where
3737020	3741340	it fills it out with these sorries and then it'll attempt to prove and it'll fail and it'll attempt to
3741340	3746300	prove and it'll fail and it gets the feedback is fast so it sees ah that didn't work i'll try this
3746300	3755340	and so the proof quickly accelerates um towards correctness i i know some lean experts and they
3755340	3760140	tell me that the code that it generates is ugly i can't judge i'm not an expert but
3761900	3774930	but is truth beautiful so uh that's more or less the last amount of stuff i could share with you beyond
3774930	3781410	all the weird crazy that i collected over the past months um in the last seminar we discussed what i
3781410	3788450	think is a vision which is coordinated action to do science uh today we discuss what is truth
3788450	3795330	effectively or verification like how can you verify something and give a signal back to an agent and
3796290	3801970	we discuss these various layers and lean is kind of like this highest level but there's still we need
3801970	3805570	to check the definitions isn't you can get other agents to check the definitions but do you trust
3805570	3814930	that yeah at some point the human has to look at it and now i would propose that for the rest of the
3814930	3819250	series we start with some kind of mini project and see where we can go with that
3821090	3828930	yep wouldn't it be easier to state the final theorem in lean code and then just ask it to fill out the
3828930	3834850	lemmata to prove it uh you can try that because then you wouldn't need to check definitions because
3834850	3840450	you put in the necessary open the theorem itself will refer to objects right yeah but those might
3840450	3844450	be in the standard library and if they're in the standard library you're golden yeah it's only when
3844450	3847890	there's something that you need that isn't in the standard library then you're kind of in this
3848530	3853410	so i misstated actually so the definitions that i'm talking about are ones that aren't in the standard
3853410	3858610	library already in this case it doesn't know what a tensor product is or what's the problem it does
3858610	3863330	it's just that there's so many versions of tensor product in the in the mathlib it's it doesn't know
3863330	3869330	which level of abstraction to rise to so it has category theory it's actually mathlib is an excellent
3869330	3874450	category theory coverage because proof theory is category theory so it's actually the first thing
3874450	3879810	that got done and they're you know tensor products are a concept in category theory but are they the
3879810	3884450	same tensor product as the one you want you have to get yourself into the right category that's what's
3884450	3894880	going on here what you have no so what three uh automatically yields what's left assemble the
3894880	3905620	coast cycle into that blah blah connect to the literal file so the construction decision is a real
3905620	3912610	bundle level proof the gaps are packaging not new math so apparently it's it's proved it
3913970	3919970	but using mathlib it's relying on definitions and lemmas already in mathlib and it may not be the
3919970	3924530	proof you want it to be right because what it might do is it might take the most general category theory
3924530	3929570	statement and specialize it down to what you have and that's probably not what's going to get you
3929570	3935970	the grade on the assignment no you know if you go in there saying you know let let c be a fibered
3935970	3942850	category you know um you can try i mean it's don't think you're going to get the grade you want um
3942850	3951810	um so but i i'm now suspecting it's probably correct because it's just seems to have used mathlib stuff
3951810	3957170	so that that was pretty quick right now imagine that you're doing research on a problem and you're
3957170	3961730	like i don't know is this conjecture correct i have an idea here's the idea of the proof here's the
3961730	3967490	theorem is it a mathlib no it's not a mathlib um what's missing oh 50 lines of code go on claude just try
3967490	3974610	it out so now when the llm spits out the answer you are like 99 sure right definitions are in mathlib
3975490	3978290	the lean code is there maybe it introduced the definition you go to check
3979570	3988400	and you didn't have to do that at all you automated that so even though there was the content it
3988400	4001060	produces is random noisy has error rates you can increase that error rate to almost zero so that's
4003440	4011390	i've done this and it does work in fact the slow thing now is me i just don't generate ideas quicker
4011390	4016750	it sounds funny but it's actually sort of true so you use it for real research problems you had and
4017630	4024190	proved them the problem is what's gonna what happens next so you have an idea and 99 of the time is
4024190	4034110	wrong or at least my success rate with ideas is low uh so good this is the kind of tool but it spins
4034110	4040910	its wheels when it's wrong like it clawed lean it doesn't just come out and say something's wrong
4040910	4048260	it'll just say i don't know how to prove this and so you've gotten where have you gotten right what
4048260	4052420	what signal have you gained from this a bit maybe you kind of know it's not tributally correct
4053140	4057060	can you say find a contradiction you can do that and that works yeah
4058900	4063620	so you can find contradictions pretty easily if they're to be found it often finds them which is
4063620	4071620	just by writing a python program actually that's the quickest way that finds most of them and but
4071620	4077300	if it's true and you don't know the proof it'll spin its wheels forever if it's true and you know
4077300	4081380	the proof but you can't be bothered with the details that's the power that's the accelerator right
4081380	4084660	there because then you can say the proof is going to be this this and this can make it formal
4085780	4093540	and then it will really go uh if it's untrue um but the the counter example is hard to find
4093540	4103900	yeah you're lost so yeah it's it's an accelerator but in certain ways and it can't stack together ideas
4104620	4110780	so you you know a big interesting proof is full of different ideas that are drawn together in a
4110780	4116380	complex web and then they come together to imply the final statement it's it's use case because of the
4116380	4122300	context windows even with a million tokens we used for that proof we used a hundred thousand tokens for that
4122300	4132320	proof um so it can hold about 10 of those in its context to give you a sense of and then but its
4132320	4137360	inference power is going down with the context so realistically you can hold about three of these
4137360	4142160	in its context before the quality goes down which is interesting right you know if you can break
4142160	4148320	your task down into vector bundle tensor product level things and you need implications of three or four
4148320	4158740	at a time then yeah i can hold that in context so what i want from you now is ideas i just told you
4158740	4168080	i can't come up with ideas quick enough um but one more question yeah and if you're reading if you
4168080	4174400	if you're getting the output and it's the lean document yes do you read the actual document or i don't like
4174400	4181760	to but yeah i can okay to do because then it's giving you a proof but you don't know the proof yet right
4181760	4188000	exactly yeah it's a black box okay you know it's true but it's a black box so then before you
4188560	4192720	before you publish a paper about it to be honest i haven't published a single paper since i got into
4192720	4202720	the ai things yeah so we come to an interesting point yeah so but claude writes this code without
4202720	4208000	like running it in lean so you still know you have to run it it's been running it in lean the whole time
4208000	4214720	okay yeah and it what it showed you was lean programs running it erred it said oh it has an
4214720	4219360	error i got to change it it was doing it over and over and over in the loop actually yep and it has
4219360	4227200	these handoff files there yes um that's a standard sort of llm thing a handoff is a document that
4227920	4232960	an agent will write so the next agent that you bring to the project can read this short summary
4232960	4242880	and it knows what to do the question and i'll show you what a handoff looks like uh what was
4242880	4247600	done in this session it looks like this i didn't ask for it but it it writes things like this you know
4248160	4256640	i did this i did this and it tells the next action what to do and so and then it draws these little
4256640	4263680	pictures and it's all very satisfying you know that it does it uh you can see the agents they come
4263680	4268320	into existence they do their work and then and then they hand off the work and they have a picture for
4268320	4273920	the next agent of what the work is meant to be and you can you know you have like 10 agents in a day
4273920	4285780	picking up one after the other the work that's so yeah i think the the effective way we have some
4285780	4290180	priorities in the center one is this environmental cost thing um as i said i think clara was going to
4290180	4297140	pick up that in i think i signed up for that oh did you sign up for that yeah okay uh because there's
4297140	4302820	lots of information being leaked about the frontier models like how many weights they have um how much
4303780	4310500	had some hard time finding infos about for example opos for certain i saw on hacker news there was a
4310500	4315860	leak on the number of weights there's a study people like ai researchers try and infer this information
4315860	4321620	from from the from claude or from chat gpt they have all these tricks and they've estimated claude has
4321620	4330100	1.1 trillion weights and chat gpt 5.4 has about 1.4 trillion so it's the information is being exposed
4330100	4338340	through various ways so that's like a multiple of the open source models which are yes 32 or something
4338340	4342020	yeah they're in the billions although the first trillion weight models have been released haven't
4342020	4350080	they recently recently i'm not sure that that means that the online ones are like 100 times larger than
4350080	4359120	yes the downloadable ones yeah how good the measure is this i don't know okay but uh
4360640	4366160	i don't know is the quick answer there's something different intrinsically different between a trillion
4366160	4373020	weight model and a hundred thousand weight model uh sorry 100 right there's something just really
4373020	4381260	the the behavior of opus is just different to that of sonnet i can't explain it except through lots
4381260	4388610	of experience it seems to have an understanding where other models don't yeah so somehow like
4388610	4394690	if you have one billion models can we assume that they are roughly on the same level or more
4394690	4400610	i mean they can be a little bit different but they tend to be comparable because you you
4400610	4404930	given the number of make weights that you have you optimize these certain benchmarks that everyone
4404930	4410610	tries to gain um sweet bench there's all these like these targets that they optimize when they're
4410610	4416130	training these models and everyone's aiming at the same plots so if you've got a billion weights to
4416130	4422210	optimize then you'll optimize it for those plots and therefore it'll perform roughly comparably to every
4422210	4429570	other billion weight model so then what's the reason that they don't upscale it to 100 trillion or so
4429570	4435570	well now you just ask the important question um that there is no reason except compute
4437330	4443330	it turns out that if you go to uh 10 trillion that's more compute than there is in the world
4444130	4449490	and 100 trillion is more than we can ever build um we're getting into those kinds of numbers now
4450050	4452050	so how does it fail badly
4452050	4459890	yeah i mean the training costs alone just get go up much more than the number of weights
4461330	4467170	so uh we if you believe the ceos of these companies then they're talking about having
4467170	4473410	bought all the data centers in the world for the next models and i i think it's roughly believable um
4474290	4481840	they've hired all the compute in the world for the training of the next models and they're all playing
4481840	4486640	a game right the game is what happens if i extrapolate this line because people have put that there's
4486640	4495120	this famous inter line in yeah so you're talking about money cost i think uh so i signed up for
4495120	4504620	environmental cost yeah yeah that's a different cost yeah although it's probably correlated yeah
4505500	4511660	uh yeah if you put all the models on this curve maybe i can find it um then you can see just
4511660	4517660	by extrapolating compute you're going somewhere pretty amazing um what is the it's the karpati curve i
4517660	4546380	think karpati curve llms maybe it's this one well and wait so they there's there's a scaling law that
4546380	4570370	people started to notice there is a scaling law that i wanted to show you that convinced everyone to invest
4570370	4578380	in compute and people started putting llms it was gpt one two three on this this law
4579260	4583900	and they saw that if they just extrapolated this with a line because why wouldn't you extrapolate
4583900	4591820	with a line um then if you could invest uh in like to 10 trillion to 100 trillion weight models you
4591820	4595820	would reach some something you would pass some threshold and i can't tell you anything more
4595820	4599180	than these vibes but that's what people saw this curve and then they're like oh
4599180	4603260	shit all we need to do now is invest money no new ideas are needed
4603260	4609580	and so that's why everyone went nuts in silicon valley they all realized that just by putting money
4609580	4613820	into the problem they could scale their way up to something called agi which no one knows
4615780	4622980	can you scroll one centimeter up like here yeah i know that the upper half of the image
4624660	4631300	oh because you can't see it i imagine i was just thinking about this curve because it makes me very
4631300	4640100	skeptical that this is the right scaling law for these data points they they don't have many data points in
4640100	4646580	the in the top range and then they just cut it off yeah but this is how it works in this game that was
4646580	4653140	very scummy in my opinion yeah this is people do this all the time you don't have to believe it i would
4653140	4665310	encourage you to be skeptical because in my or as far as i have read um small models with the same number
4665310	4674830	of parameters got better mostly because the training data got better um and because that's true you just
4674830	4681070	had more time to train since the inception of large language models if you keep on training and fine
4681070	4687230	tuning then of course your model gets better even if the parameter count doesn't change and also the
4687230	4691710	parameter count doesn't tell you anything about the architecture of the model these are all true
4691710	4702110	statements so you can't really say oh okay every three billion parameter models performs bad in the same
4702110	4708030	way i think just keeping training isn't making it necessarily better because you can do overfitting
4708670	4714830	that's true but if you have the training data to keep training then that's okay because fine tuning
4714830	4724830	means you add training data and uh keep on training on that new data which was in the original set so
4726670	4733230	but one would imagine that at some point you've extracted all the gains you can out of your parameters
4733230	4742110	yeah your weights i mean of course there's a limit to how good you can fit anything with n parameters
4742110	4748430	yeah uh and so i'm expressing you so i can't answer the questions with any concrete answers but only
4748430	4752830	with the general feelings that are in the community and the general feelings are more parameters equals
4752830	4760750	better at the moment um and is it's it's easier not cheaper to say it's easier to throw more parameters
4760750	4768510	at the problem than it is to throw more computers at a smaller problem at a smaller model although i have
4768510	4776590	to say that the parameters i could run on my computers have been constant for the last couple of yeah years
4776590	4784750	and now the the models are much better than they were before so there is evolution happening without
4784750	4789870	increasing parameter size yeah i mean you say that for sure yeah that is definitely happening you're
4789870	4796830	right i'm before it's just much much better than i don't know lama 2 yes this is legitimately they are
4796830	4807790	comparatively in the same the same order of magnitude of parameters so um i don't i don't know uh whether
4807790	4814110	or not we could keep pushing it it would be kind of cool if you could take i mean the ai researchers
4814110	4818750	i'm talking to actually believes that you can get a lot more out of the out of these smaller models and
4820190	4826590	than what is already there because people still aren't really trying hard it might be that they
4826590	4833680	and there's this mixture of experts model that you've actually experienced yourselves where
4833680	4838960	problems get pre-routed to smaller models that's when they talked about active 2 billion or something
4838960	4844720	like that or active what's actually happening is there's a little architecturally the problem gets
4844720	4850240	pre-sorted to a smaller transformer which you can operate actively and then get your answer back out
4851200	4855840	and there's a lot of active deep seekers the ones who uh pioneered this to make it practical
4856560	4862960	and their performance can be pretty close to to bigger uh bigger models and the model the
4862960	4866800	transformer architecture itself hasn't really been optimized people just it's the first thing that
4866800	4871760	works and that they can scale and parallelize so people are just way hard like that but it could be
4871760	4875600	that you could look at neural networks that aren't just a classic neural network where you multiply
4875600	4881280	in floating point numbers but multiply binary numbers these exist and they're harder to train and they should have
4881280	4886720	theoretically the same capability and people are looking into these questions but the priority
4888320	4893120	the incentive isn't there at the moment and that brings us back to the paper we yeah we read because
4895040	4901600	we already we also know that Moore's law might not continue as it did so i don't know if the statement
4901600	4908880	from the from the essay remains true yeah i saw Moore's law die mostly was more about speed right because
4910000	4917520	of course we can still scale money and buy more compute but that's it still makes research into
4918320	4924800	the smaller models useful because ordinary people like us can run them without access to
4924800	4932960	huge amounts of compute in the cloud i think this is i mean this is for me a key priority imagine you
4932960	4940160	could run a model that's of jama but on your phone theoretically you can because neural networks are
4940160	4946320	binary uh operations you know these things called perceptrons they take in a binary and they output a
4946320	4952960	binary the thing you do in the middle is you you do some floating point multiplications you can replace
4952960	4960240	every neural network with a pure binary uh network which is a hundred times more efficient to evaluate
4961040	4965600	the problem is is we don't know how to efficiently take one of these floating point neural networks to
4965600	4971540	one of these binary neural networks there's no efficient way of doing that yet it's possible it
4971540	4979870	exists but the problem you have to solve is very very hard it's an optimization problem so that there
4979870	4986750	there is a potential that we could have sonnet gemma level stuff on on on phones locally run
4989970	4995940	but that you have to solve an optimization problem that's so hard that nobody's ever managed it
4995940	5001220	i think the two billion gemma four version is targeted at phones at least at least yeah i mean
5001220	5006100	it can if a chat things are okay right if you're not doing types then maybe
5006100	5012660	maybe maybe it's you in this case spits out perfectly fine latex when you want types
5014820	5019620	even types was okayish yeah but in the large version the smaller version yeah okay no chance
5021780	5028340	so i'm as i said i'm interested in ideas right so what we need a plan we need to go somewhere so now
5028340	5033380	we could just come every week and talk about cool we've seen or not right that's one thing
5033380	5041920	or you could start to bring your agendas to the table like why are you even here and we can work
5041920	5049780	on your agenda like i've got my agenda whatever and that depends on you thinking about what you want
5052420	5056820	and i gave you this this exercise last week come up with a problem that you'd be impressed by you
5056820	5060820	had some very interesting answers um i don't propose that we investigate any of those
5062100	5068100	um well i looked into the signal one though and um you could do it turns out but then you'd have to
5068100	5072100	port you'd have to have your own port of the signal client that every time it updates you have
5072100	5076340	to re re-implement it and then no one else would have it so you would be able to see latex
5076340	5081780	in your signal but no one else would see it in theirs i was very sad by this but well what about
5081780	5087620	this is this is where we are um so we could do that but i think the interesting thing is like
5088260	5095220	you're the generation coming to inherit this stuff i'm the older generation i'm not the right
5095220	5102100	generation here to ask these questions any longer what is the world you want to create right this is
5102100	5108100	the question that i want you to start thinking about and then what other steps that can get you there and
5108100	5115300	the world you want to create is probably a an amazing dream that we won't ever reach in one's
5115300	5121300	lifetimes but going in the right direction can create interesting things so there's various ways to
5121300	5126980	do this we could come up with a mini project that people work on we could define a larger goal and
5126980	5132900	then make steps along the way we could uh uh investigate just a random 10 side projects and
5132900	5139460	see what comes out of that you don't have to answer me now this is not the point the point is by next
5139460	5144260	week please think about what is it what's the world that you want to create what is it that you
5144260	5149700	want to actually do and if you're willing to share it you know you might be able to convince other
5149700	5154180	people that help you in that way and then this seminar is if it's in a scientific direction and
5154180	5160100	i kind of hope that it is then you can use the seminar as a forum to start exchanging knowledge
5160100	5168610	or get that work done i don't have anything else prepared this is the end of my content for the
5168610	5173810	seminar so if you want something to happen next week you better start coming with your own ideas yep
5173810	5179730	yeah it's not quite the direction you want to go in but uh any direction is better than no direction
5179730	5186530	i i would like to be convinced that agi is not a threat you'd like to be convinced agi is not a threat
5186530	5191570	uh so like i think one of your blogs you have this argument where you say thermodynamics and such
5191570	5198530	oh that one um yeah yeah so i i think i would be happy if i can go out of this seminar and say oh
5198530	5207650	yeah that's not that right i mean maybe that is the right thing to focus on um like i'm convinced
5207650	5212610	so no i'm not convinced about agi uh i can't prove anything about agi because that's not a well-defined
5212610	5220130	term but yeah so like singularity yeah i don't believe in these singularity uh arguments this idea of
5220130	5227010	recursive self-improvement because every time you make that uh concrete as an optimization problem
